I
1000 Generated by WorldEditor

111 -27.57174999  153.01270519 20
111 -27.57176085  153.01277624 20
115 -27.57177057  153.01283987
120 Linear Feature 189
111 -27.57169945  153.01271436 20
111 -27.57171030  153.01278541 20
115 -27.57172003  153.01284904
120 Linear Feature 189
111 -27.57165297  153.01272419 20
111 -27.57166383  153.01279525 20
115 -27.57167355  153.01285888
120 Linear Feature 189
111 -27.57160649  153.01273337 20
111 -27.57161735  153.01280442 20
115 -27.57162708  153.01286805
120 Linear Feature 189
111 -27.57156176  153.01274189 20
111 -27.57157262  153.01281294 20
115 -27.57158234  153.01287657
120 Linear Feature 189
111 -27.57182145  153.01269273 20
111 -27.57183231  153.01276379 20
115 -27.57184203  153.01282742
120 Linear Feature 189
111 -27.57177381  153.01270191 20
111 -27.57178467  153.01277296 20
115 -27.57179439  153.01283659
120 Linear Feature 189
111 -27.57172849  153.01270977 20
111 -27.57173935  153.01278083 20
115 -27.57174908  153.01284446
120 Linear Feature 189
111 -27.57167795  153.01271895 20
111 -27.57168881  153.01279000 20
115 -27.57169853  153.01285363
120 Linear Feature 189
111 -27.57163147  153.01272878 20
111 -27.57164233  153.01279983 20
115 -27.57165206  153.01286346
120 Linear Feature 189
111 -27.57158500  153.01273796 20
111 -27.57159586  153.01280901 20
115 -27.57160558  153.01287264
120 Linear Feature 189
111 -27.57154026  153.01274648 20
111 -27.57155112  153.01281753 20
115 -27.57156085  153.01288116
120 Linear Feature 189
111 -27.57184536  153.01268756 20
111 -27.57185622  153.01275861 20
115 -27.57186594  153.01282224
120 Linear Feature 188
111 -27.57245116  153.01168344 3
111 -27.57179064  153.01181871 3
115 -27.57181711  153.01197646
120 Linear Feature 187
111 -27.57293854  153.01171803 1
115 -27.57291641  153.01159588
120 Linear Feature 187
111 -27.57298738  153.01202382 1
115 -27.57296581  153.01190518
120 Linear Feature 187
111 -27.57281713  153.01174127 1
115 -27.57279915  153.01161795
120 Linear Feature 187
111 -27.57286906  153.01204639 1
115 -27.57285154  153.01192661
120 Linear Feature 187
111 -27.57269693  153.01176427 1
115 -27.57267870  153.01164062
120 Linear Feature 187
111 -27.57275192  153.01206873 1
115 -27.57273415  153.01194863
120 Linear Feature 187
111 -27.57257702  153.01178722 1
115 -27.57255655  153.01166360
120 Linear Feature 187
111 -27.57263506  153.01209102 1
115 -27.57261511  153.01197096
120 Linear Feature 186
111 -27.57245116  153.01168344 3
111 -27.57255655  153.01166360 3
111 -27.57267870  153.01164062 3
111 -27.57279915  153.01161795 3
111 -27.57291641  153.01159588 3
111 -27.57303450  153.01157365 1
111 -27.57305277  153.01169617 1
111 -27.57293854  153.01171803 1
111 -27.57281713  153.01174127 1
111 -27.57269693  153.01176427 1
111 -27.57257702  153.01178722 1
113 -27.57247084  153.01180754 1
120 Linear Feature 186
111 -27.57251240  153.01199022 1
111 -27.57261511  153.01197096 1
111 -27.57273415  153.01194863 1
111 -27.57285154  153.01192661 1
111 -27.57296581  153.01190518 1
111 -27.57308090  153.01188359 1
111 -27.57309870  153.01200259 1
111 -27.57298738  153.01202382 1
111 -27.57286906  153.01204639 1
111 -27.57275192  153.01206873 1
111 -27.57263506  153.01209102 1
113 -27.57253158  153.01211076 1
120 Linear Feature 185
111 -27.57359759  153.01160145 1
115 -27.57349378  153.01162267
120 Linear Feature 185
111 -27.57332575  153.01165568 1
115 -27.57322195  153.01167690
120 Linear Feature 185
111 -27.57361841  153.01173320 1
115 -27.57351479  153.01175252
120 Linear Feature 185
111 -27.57334657  153.01178743 1
115 -27.57324295  153.01180675
120 Linear Feature 185
111 -27.57363892  153.01186303 1
115 -27.57353576  153.01188219
120 Linear Feature 185
111 -27.57336709  153.01191726 1
115 -27.57326392  153.01193641
120 Linear Feature 185
111 -27.57365943  153.01199285 1
115 -27.57355650  153.01201046
120 Linear Feature 185
111 -27.57338760  153.01204707 1
115 -27.57328467  153.01206468
120 Linear Feature 185
111 -27.57368012  153.01212376 1
115 -27.57357779  153.01214207
120 Linear Feature 185
111 -27.57340828  153.01217799 1
115 -27.57330596  153.01219629
120 Linear Feature 185
111 -27.57370077  153.01225446 1
115 -27.57359920  153.01227445
120 Linear Feature 185
111 -27.57342893  153.01230868 1
115 -27.57332737  153.01232868
120 Linear Feature 185
111 -27.57372149  153.01238464 1
115 -27.57361988  153.01240226
120 Linear Feature 185
111 -27.57344965  153.01243887 1
115 -27.57334804  153.01245649
120 Linear Feature 184
111 -27.57347150  153.01148488 1
111 -27.57349378  153.01162267 1
111 -27.57351479  153.01175252 1
111 -27.57353576  153.01188219 1
111 -27.57355650  153.01201046 1
111 -27.57357779  153.01214207 1
111 -27.57359920  153.01227445 1
111 -27.57361988  153.01240226 1
111 -27.57364057  153.01253016 1
111 -27.57374167  153.01251333 1
111 -27.57372149  153.01238464 1
111 -27.57370077  153.01225446 1
111 -27.57368012  153.01212376 1
111 -27.57365943  153.01199285 1
111 -27.57363892  153.01186303 1
111 -27.57361841  153.01173320 1
111 -27.57359759  153.01160145 1
113 -27.57357592  153.01146432 1
120 Linear Feature 184
111 -27.57319966  153.01153911 1
111 -27.57322195  153.01167690 1
111 -27.57324295  153.01180675 1
111 -27.57326392  153.01193641 1
111 -27.57328467  153.01206468 1
111 -27.57330596  153.01219629 1
111 -27.57332737  153.01232868 1
111 -27.57334804  153.01245649 1
111 -27.57336873  153.01258439 1
111 -27.57346984  153.01256756 1
111 -27.57344965  153.01243887 1
111 -27.57342893  153.01230868 1
111 -27.57340828  153.01217799 1
111 -27.57338760  153.01204707 1
111 -27.57336709  153.01191726 1
111 -27.57334657  153.01178743 1
111 -27.57332575  153.01165568 1
113 -27.57330409  153.01151854 1
120 Linear Feature 183
111 -27.57346461  153.01267991 1
116 -27.57355181  153.01252399 -27.57353358  153.01241291
120 Linear Feature 182
111 -27.57327720  153.01138180 1
116 -27.57338581  153.01148529 -27.57341315  153.01159225
120 Linear Feature 181
111 -27.57346953  153.01134352 1
112 -27.57338581  153.01148529 -27.57340197  153.01158918 1
111 -27.57355181  153.01252399 1
116 -27.57369239  153.01263586 -27.57379616  153.01262531
120 Linear Feature 160
111 -27.57142685  152.99811822 2
115 -27.57148176  152.99809991
120 Linear Feature 159
111 -27.57175825  152.99829179 4
115 -27.57173365  152.99821487
120 Linear Feature 158
111 -27.57257300  153.00112324 4
115 -27.57254947  153.00104957
120 Linear Feature 157
111 -27.57329170  153.00366064 4
115 -27.57326928  153.00358736
120 Linear Feature 156
111 -27.57396145  153.00600174 4
115 -27.57393994  153.00592468
120 Linear Feature 155
111 -27.57481242  153.00876551 4
115 -27.57478711  153.00868066
120 Linear Feature 154
111 -27.57457867  153.00905297 2
115 -27.57462826  153.00903713
120 Linear Feature 153
111 -27.57515462  153.01103951 2
115 -27.57520664  153.01102048
120 Linear Feature 152
111 -27.57528321  153.01150984 2
115 -27.57533433  153.01149181
120 Linear Feature 151
111 -27.57482185  153.01292635 1
116 -27.57472632  153.01311114 -27.57460801  153.01314516
120 Linear Feature 150
111 -27.57480287  153.01284863 1
111 -27.57482185  153.01292635 1
116 -27.57499002  153.01305164 -27.57509441  153.01304030
120 Linear Feature 149
111 -27.57491580  153.01279503 4
115 -27.57465233  153.01289256
120 Linear Feature 148
111 -27.57440402  153.01147248 1
115 -27.57479436  153.01282174
120 Linear Feature 147
111 -27.57387836  153.01128850 4
115 -27.57386314  153.01123667
120 Linear Feature 146
111 -27.57384718  153.01118316 1
115 -27.57397211  153.01160923
120 Linear Feature 145
111 -27.57342558  153.01118168 1 101
116 -27.57333942  153.01136941 -27.57323590  153.01141051
120 Linear Feature 144
111 -27.57337790  153.01112062 2
115 -27.57342902  153.01110549
120 Linear Feature 143
111 -27.57200016  153.01009475 2
115 -27.57205205  153.01010914
120 Linear Feature 142
111 -27.57210606  153.00984056 2
115 -27.57213699  153.00983183
120 Linear Feature 141
111 -27.57228545  153.00978821 2
115 -27.57229318  153.00984666
120 Linear Feature 140
111 -27.57303688  153.00991570 2
115 -27.57308559  153.00989826
120 Linear Feature 139
111 -27.57290006  153.00943811 2
115 -27.57294947  153.00941953
120 Linear Feature 138
111 -27.57277115  153.00723808 4
115 -27.57274762  153.00716279
120 Linear Feature 137
111 -27.57178546  153.00525447 4
115 -27.57172669  153.00527715
120 Linear Feature 136
111 -27.57205013  153.00473863 4
115 -27.57202904  153.00467044
120 Linear Feature 135
111 -27.57139055  153.00409411 4
115 -27.57144538  153.00407350
120 Linear Feature 134
111 -27.57101019  153.00256531 4
115 -27.57094741  153.00258853
120 Linear Feature 133
111 -27.56944756  152.99726196 2
115 -27.56950463  152.99725563
120 Linear Feature 132
111 -27.56957294  152.99772321 2
115 -27.56961972  152.99770843
120 Linear Feature 131
111 -27.57041829  153.00069395 2
115 -27.57046558  153.00067737
120 Linear Feature 130
111 -27.57054470  153.00115425 2
115 -27.57059672  153.00113680
120 Linear Feature 129
111 -27.57062994  153.00148130 4
115 -27.57069458  153.00146019
120 Linear Feature 128
111 -27.57091889  153.00079860 4
115 -27.57089618  153.00071936
120 Linear Feature 127
111 -27.57057477  152.99662012 4
115 -27.57059714  152.99669438
120 Linear Feature 126
111 -27.56980920  152.99697288 4
115 -27.56978811  152.99690151
120 Linear Feature 125
111 -27.56992851  152.99738826 4
115 -27.56990527  152.99731081
120 Linear Feature 115
111 -27.56756853  153.01375436 1
112 -27.56763136  153.01377413 -27.56766738  153.01376600 1
115 -27.56766738  153.01376600
120 Linear Feature 114
111 -27.56762070  153.01353073 1
116 -27.56755278  153.01364790 -27.56756308  153.01373729
120 Linear Feature 122
111 -27.57307852  153.01123440 1
111 -27.57305382  153.01108462 1
112 -27.57309190  153.01103702 -27.57313204  153.01103005 1
111 -27.57314542  153.01106256 1
115 -27.57316806  153.01112874
120 Linear Feature 122
111 -27.57289172  153.01126390 1
111 -27.57286702  153.01111412 1
112 -27.57290510  153.01106652 -27.57294524  153.01105955 1
111 -27.57295862  153.01109206 1
115 -27.57298126  153.01115824
120 Linear Feature 122
111 -27.57270367  153.01129902 1
111 -27.57267897  153.01114925 1
112 -27.57271705  153.01110164 -27.57275719  153.01109468 1
111 -27.57277057  153.01112718 1
115 -27.57279321  153.01119337
120 Linear Feature 122
111 -27.57250915  153.01133501 1
111 -27.57248445  153.01118524 1
112 -27.57252253  153.01113764 -27.57256267  153.01113067 1
111 -27.57257605  153.01116318 1
115 -27.57259869  153.01122936
120 Linear Feature 121
111 -27.57194898  153.01117473 3
111 -27.57188596  153.01150852 3
111 -27.57243344  153.01139788 3
115 -27.57237875  153.01110056
120 Linear Feature 120
111 -27.56897552  153.01383571 1
115 -27.56898557  153.01390541
120 Linear Feature 120
111 -27.56887008  153.01385316 1
115 -27.56888013  153.01392285
120 Linear Feature 120
111 -27.56876323  153.01387298 1
115 -27.56877328  153.01394268
120 Linear Feature 120
111 -27.56865989  153.01389201 1
115 -27.56866994  153.01396171
120 Linear Feature 119
111 -27.57053567  153.01224634 3
111 -27.57066227  153.01308134 3
111 -27.57059611  153.01319936 3
115 -27.57040403  153.01324071
120 Linear Feature 118
111 -27.57094677  153.01339353 3
111 -27.57075844  153.01219718 3
112 -27.57087943  153.01200941 -27.57101435  153.01198268 3
111 -27.57171474  153.01183133 3
115 -27.57173943  153.01199461
120 Linear Feature 117
111 -27.56860327  153.01383711 3
111 -27.57094677  153.01339353 3
115 -27.57112688  153.01335944
120 Linear Feature 116
111 -27.56757722  153.01383109 1
116 -27.56763136  153.01377413 -27.56766738  153.01376600
120 Linear Feature 113
111 -27.56745362  153.01356141 1
112 -27.56755278  153.01364790 -27.56756410  153.01372197 1
111 -27.56756853  153.01375436 1
111 -27.56757722  153.01383109 1
111 -27.56766538  153.01460958 1
112 -27.56762839  153.01467139 -27.56759415  153.01467757 1
115 -27.56759415  153.01467757
120 Linear Feature 112
111 -27.56723798  153.01360101 1
116 -27.56718013  153.01370291 -27.56718106  153.01376729
120 Linear Feature 111
111 -27.56718864  153.01377269 1
116 -27.56722483  153.01379686 -27.56724848  153.01379902
120 Linear Feature 110
111 -27.56719579  153.01382825 1
116 -27.56722483  153.01379686 -27.56724848  153.01379397
120 Linear Feature 109
111 -27.56719579  153.01382825 1
116 -27.56717179  153.01385164 -27.56715006  153.01385813
120 Linear Feature 108
111 -27.56720119  153.01387904 1
112 -27.56717179  153.01385164 -27.56715390  153.01385597 1
115 -27.56715390  153.01385597
120 Linear Feature 107
111 -27.56724592  153.01393599 1
116 -27.56720655  153.01391177 -27.56719569  153.01388726
120 Linear Feature 106
111 -27.56721397  153.01396627 1
116 -27.56718010  153.01400231 -27.56716093  153.01400592
120 Linear Feature 105
111 -27.56724464  153.01393599 1
116 -27.56721397  153.01396627 -27.56720502  153.01399078
120 Linear Feature 104
111 -27.56724006  153.01417186 1
116 -27.56720375  153.01414937 -27.56717307  153.01415370
120 Linear Feature 103
111 -27.56723350  153.01412097 1
116 -27.56720375  153.01414937 -27.56717754  153.01415442
120 Linear Feature 102
111 -27.56722302  153.01403956 1
116 -27.56725487  153.01405926 -27.56727596  153.01405494
120 Linear Feature 101
111 -27.56718010  153.01400231 1
116 -27.56722302  153.01403956 -27.56723068  153.01408426
120 Linear Feature 100
111 -27.56722944  153.01408940 1
116 -27.56725487  153.01405926 -27.56727915  153.01405422
120 Linear Feature 99
111 -27.56724390  153.01420166 1
116 -27.56726573  153.01417388 -27.56728810  153.01416884
120 Linear Feature 98
111 -27.56723810  153.01415665 1
112 -27.56726573  153.01417388 -27.56728299  153.01417172 1
115 -27.56736223  153.01416019
120 Linear Feature 96
111 -27.56708609  153.01362890 1
112 -27.56718013  153.01370291 -27.56718864  153.01377269 1
111 -27.56718864  153.01377269 1
111 -27.56719579  153.01382825 1
111 -27.56720235  153.01387914 1
111 -27.56720655  153.01391177 1
111 -27.56721361  153.01396654 1
111 -27.56722302  153.01403956 1
111 -27.56722944  153.01408940 1
111 -27.56723350  153.01412097 1
111 -27.56723810  153.01415665 1
111 -27.56724006  153.01417186 1
111 -27.56724390  153.01420166 1
111 -27.56727184  153.01441852 1
116 -27.56724938  153.01446496 -27.56722225  153.01447024
120 Linear Feature 95
111 -27.56690726  153.01366174 1
116 -27.56681882  153.01377966 -27.56682674  153.01385651
120 Linear Feature 94
111 -27.56690842  153.01441172 1
116 -27.56687087  153.01445243 -27.56683684  153.01446290
120 Linear Feature 94
111 -27.56686560  153.01408785 1
116 -27.56682869  153.01414317 -27.56679466  153.01415364
120 Linear Feature 93
111 -27.56691416  153.01445519 1
112 -27.56687087  153.01445243 -27.56683916  153.01446203 1
115 -27.56683916  153.01446203
120 Linear Feature 93
111 -27.56687586  153.01416498 1
112 -27.56682869  153.01414317 -27.56679698  153.01415277 1
115 -27.56679698  153.01415277
120 Linear Feature 92
111 -27.56672151  153.01369417 1
112 -27.56681882  153.01377966 -27.56683285  153.01386093 1
111 -27.56686560  153.01408785 1
111 -27.56687580  153.01416499 1
111 -27.56690842  153.01441172 1
111 -27.56691416  153.01445519 1
115 -27.56692120  153.01450843
120 Linear Feature 91
111 -27.56649655  153.01373716 1
116 -27.56646347  153.01380800 -27.56646888  153.01386121
120 Linear Feature 90
111 -27.56651266  153.01423021 1
116 -27.56647985  153.01420441 -27.56645944  153.01420633
120 Linear Feature 90
111 -27.56653666  153.01442507 1
116 -27.56650452  153.01440015 -27.56648410  153.01440207
120 Linear Feature 89
111 -27.56650529  153.01417041 1
112 -27.56647985  153.01420441 -27.56646369  153.01420729 1
115 -27.56646369  153.01420729
120 Linear Feature 89
111 -27.56653024  153.01437290 1
112 -27.56650452  153.01440015 -27.56648836  153.01440303 1
115 -27.56648836  153.01440303
120 Linear Feature 88
111 -27.56653168  153.01438465 1
116 -27.56657282  153.01434392 -27.56660276  153.01433864
120 Linear Feature 87
111 -27.56652391  153.01432155 1
116 -27.56657282  153.01434392 -27.56660276  153.01433864
120 Linear Feature 86
111 -27.56639375  153.01375557 1
112 -27.56646347  153.01380800 -27.56646928  153.01386305 1
111 -27.56650529  153.01417041 1
111 -27.56651266  153.01423021 1
111 -27.56652391  153.01432155 1
111 -27.56653024  153.01437290 1
111 -27.56653168  153.01438465 1
111 -27.56653666  153.01442507 1
111 -27.56655225  153.01455162 1
112 -27.56652137  153.01459912 -27.56648769  153.01460967 1
115 -27.56648769  153.01460967
120 Linear Feature 85
111 -27.56620693  153.01452218 1
116 -27.56618143  153.01450082 -27.56616517  153.01450193
120 Linear Feature 85
111 -27.56618641  153.01438804 1
116 -27.56616000  153.01436116 -27.56614374  153.01436227
120 Linear Feature 84
111 -27.56619822  153.01446525 1
112 -27.56618143  153.01450082 -27.56616788  153.01450387 1
115 -27.56616788  153.01450388
120 Linear Feature 84
111 -27.56617718  153.01432773 1
112 -27.56616000  153.01436116 -27.56614645  153.01436422 1
115 -27.56614645  153.01436422
120 Linear Feature 83
111 -27.56615749  153.01419807 1
116 -27.56618085  153.01415703 -27.56619874  153.01415271
120 Linear Feature 83
111 -27.56618641  153.01438804 1
116 -27.56620699  153.01434930 -27.56622489  153.01434497
120 Linear Feature 82
111 -27.56614741  153.01413311 1
112 -27.56618085  153.01415703 -27.56619619  153.01415415 1
115 -27.56619619  153.01415415
120 Linear Feature 82
111 -27.56617718  153.01432773 1
112 -27.56620699  153.01434930 -27.56622233  153.01434641 1
115 -27.56622233  153.01434641
120 Linear Feature 83
111 -27.56621557  153.01457864 1
116 -27.56623580  153.01454049 -27.56625369  153.01453616
120 Linear Feature 82
111 -27.56620693  153.01452218 1
112 -27.56623580  153.01454049 -27.56625114  153.01453760 1
115 -27.56625114  153.01453760
120 Linear Feature 81
111 -27.56623432  153.01470121 1
116 -27.56627159  153.01473224 -27.56629843  153.01472864
120 Linear Feature 80
111 -27.56615629  153.01392627 1
112 -27.56613529  153.01402643 -27.56613952  153.01406813 1
111 -27.56613987  153.01408384 1
111 -27.56614741  153.01413311 1
111 -27.56615749  153.01419807 1
111 -27.56617718  153.01432773 1
111 -27.56618641  153.01438804 1
111 -27.56619822  153.01446525 1
111 -27.56620693  153.01452218 1
111 -27.56621557  153.01457864 1
111 -27.56623432  153.01470121 1
112 -27.56620198  153.01474403 -27.56617668  153.01474878 1
115 -27.56614926  153.01475275
120 Linear Feature 79
111 -27.56596048  153.01391898 1
115 -27.56589011  153.01385792
120 Linear Feature 78
111 -27.56605739  153.01406876 1
116 -27.56613987  153.01408384 -27.56615766  153.01412310
120 Linear Feature 77
111 -27.56586702  153.01446108 1
112 -27.56591622  153.01449994 -27.56594364  153.01449518 1
115 -27.56594364  153.01449518
120 Linear Feature 75
111 -27.56578127  153.01446657 1
116 -27.56587174  153.01448985 -27.56590412  153.01458116
120 Linear Feature 76
111 -27.56588489  153.01431728 1
112 -27.56586210  153.01440875 -27.56586491  153.01445395 1
111 -27.56586702  153.01446108 1
111 -27.56587174  153.01448985 1
111 -27.56589232  153.01460937 1
112 -27.56596473  153.01468311 -27.56601815  153.01467518 1
115 -27.56601815  153.01467518
120 Linear Feature 74
111 -27.57084250  153.01188741 1
112 -27.57064661  153.01221379 -27.57068729  153.01246027 1
111 -27.57079347  153.01315850 1
112 -27.57065668  153.01331778 -27.57050666  153.01334516 1
111 -27.56824769  153.01377773 1
112 -27.56820097  153.01372673 -27.56818892  153.01367064 1
111 -27.56816933  153.01355505 1
112 -27.56800816  153.01344783 -27.56788157  153.01347337 1
111 -27.56762070  153.01353073 1
111 -27.56745362  153.01356141 1
111 -27.56723798  153.01360101 1
111 -27.56708609  153.01362890 1
111 -27.56690726  153.01366174 1
111 -27.56672005  153.01369612 1
111 -27.56649655  153.01373716 1
111 -27.56639273  153.01375622 1
112 -27.56624369  153.01381919 -27.56619396  153.01387528 1
111 -27.56615629  153.01392627 1
111 -27.56605739  153.01406876 1
111 -27.56588489  153.01431728 1
111 -27.56578127  153.01446657 1
115 -27.56575392  153.01450627
120 Linear Feature 73
111 -27.57353273  153.01133093 1 101
111 -27.57346953  153.01134352 1 101
111 -27.57333942  153.01136941 1 101
111 -27.57327720  153.01138180 1 101
111 -27.57320418  153.01139634 1 101
111 -27.57298149  153.01144067 1 101
111 -27.57191728  153.01165252 1 101
111 -27.57157750  153.01172548 1 101
111 -27.57083660  153.01188456 1
115 -27.56732212  153.01255354
120 Linear Feature 72
111 -27.57353016  153.01132957 1
116 -27.57369577  153.01144797 -27.57372561  153.01158634
120 Linear Feature 71
111 -27.57175020  153.01145089 1 101
116 -27.57191728  153.01165252 -27.57207700  153.01165423
120 Linear Feature 70
111 -27.57185890  153.01111697 3
111 -27.57179712  153.01143145 3
112 -27.57179712  153.01149435 -27.57180616  153.01151135 3
115 -27.57181520  153.01153345
120 Linear Feature 63
111 -27.57211356  153.00969589 1
116 -27.57218149  153.00983893 -27.57227319  153.00986447
120 Linear Feature 62
111 -27.57258020  153.00819466 1 101
116 -27.57245714  153.00818352 -27.57238621  153.00826239
120 Linear Feature 69
111 -27.57237412  153.00990426 1
111 -27.57227676  153.00983785 1
116 -27.57223859  153.00982659 -27.57222158  153.00983095
120 Linear Feature 68
111 -27.57246808  153.00987488 1
115 -27.57254394  153.00978804
120 Linear Feature 67
111 -27.57265715  153.00981869 1
115 -27.57254394  153.00978804
120 Linear Feature 66
111 -27.57291829  153.00967968 1
116 -27.57301285  153.00974170 -27.57303663  153.00980811
120 Linear Feature 65
111 -27.57291829  153.00967968 1
112 -27.57283282  153.00972397 -27.57280329  153.00975252 1
115 -27.57276533  153.00979058
120 Linear Feature 64
111 -27.57206787  153.00991060 1
112 -27.57212148  153.00985426 -27.57215884  153.00984404 1
111 -27.57218149  153.00983893 1
111 -27.57223859  153.00982659 1
111 -27.57291829  153.00967968 1
116 -27.57296682  153.00957764 -27.57295372  153.00949215
120 Linear Feature 61
111 -27.57248879  153.00787754 1 101
112 -27.57248879  153.00801693 -27.57247372  153.00809683 1 101
111 -27.57245714  153.00818352 1 101
111 -27.57211230  153.00969521 1 101
111 -27.57206787  153.00991060 1 101
111 -27.57175020  153.01145089 1 101
116 -27.57157750  153.01172548 -27.57143109  153.01177073
120 Linear Feature 60
111 -27.57299743  153.00711739 1 101
112 -27.57319799  153.00728194 -27.57324440  153.00744649 1 101
115 -27.57326595  153.00752876
120 Linear Feature 59
111 -27.57236492  153.00743231 1 101
116 -27.57242004  153.00732175 -27.57248800  153.00729557
120 Linear Feature 58
111 -27.57232166  153.00726556 1 101
112 -27.57242004  153.00732175 -27.57248729  153.00729787 1 101
111 -27.57299743  153.00711739 1 101
112 -27.57308362  153.00689861 -27.57304550  153.00677894 1 101
115 -27.57299246  153.00659943
120 Linear Feature 57
111 -27.57226965  153.00461974 1
112 -27.57246955  153.00475937 -27.57251596  153.00492018 1
115 -27.57256237  153.00508473
120 Linear Feature 56
111 -27.57166014  153.00493211 1
116 -27.57170502  153.00484192 -27.57176397  153.00482292
120 Linear Feature 55
111 -27.57161963  153.00479207 1
112 -27.57170502  153.00484192 -27.57175484  153.00482021 1
111 -27.57226965  153.00461974 1
112 -27.57236057  153.00437987 -27.57231913  153.00423589 1
115 -27.57227935  153.00409004
120 Linear Feature 54
111 -27.57076287  153.00181198 1 101
111 -27.57161963  153.00479207 1 101
111 -27.57166014  153.00493211 1 101
111 -27.57231850  153.00726372 1 101
111 -27.57236492  153.00743231 1 101
111 -27.57249154  153.00788197 1 101
111 -27.57258020  153.00819466 1 101
111 -27.57296682  153.00957764 1 101
111 -27.57301285  153.00974170 1 101
111 -27.57342558  153.01118168 1 101
111 -27.57345276  153.01127392 1 101
112 -27.57353016  153.01132957 -27.57358545  153.01131614 1 101
111 -27.57379211  153.01127812 1 101
111 -27.57415604  153.01120776 1 101
112 -27.57426935  153.01101874 -27.57423563  153.01086356
111 -27.57426935  153.01101874
112 -27.57426935  153.01101874 -27.57424482  153.01094216 1 101
115 -27.57423236  153.01090129
120 Linear Feature 53
111 -27.57527235  153.01135378 1
116 -27.57536018  153.01124400 -27.57545590  153.01121613
120 Linear Feature 52
111 -27.57659610  153.01098858 1
116 -27.57667524  153.01104184 -27.57669031  153.01108604
120 Linear Feature 51
111 -27.57522577  153.01119217 1
112 -27.57536018  153.01124400 -27.57545135  153.01122530 1
111 -27.57659610  153.01098858 1
116 -27.57665204  153.01088219 -27.57664601  153.01079379
120 Linear Feature 50
111 -27.57425217  153.00585952 1
112 -27.57441509  153.00597280 -27.57445251  153.00610330 1
115 -27.57449589  153.00625395
120 Linear Feature 50
111 -27.57354249  153.00353230 1
112 -27.57373006  153.00363013 -27.57376749  153.00376063 1
115 -27.57381087  153.00391128
120 Linear Feature 50
111 -27.57280900  153.00099712 1
112 -27.57298835  153.00109649 -27.57302578  153.00122699 1
115 -27.57306916  153.00137764
120 Linear Feature 49
111 -27.57456805  153.00891035 1
116 -27.57463907  153.00877611 -27.57472328  153.00874550
120 Linear Feature 49
111 -27.57376621  153.00612852 1
116 -27.57383581  153.00600640 -27.57392002  153.00597579
120 Linear Feature 49
111 -27.57309884  153.00381204 1
116 -27.57316953  153.00366762 -27.57325374  153.00363701
120 Linear Feature 49
111 -27.57237461  153.00127453 1
116 -27.57243604  153.00113243 -27.57252025  153.00110182
120 Linear Feature 48
111 -27.57451352  153.00872190 1
112 -27.57463907  153.00877611 -27.57470360  153.00875313 1
115 -27.57506217  153.00862078
120 Linear Feature 48
111 -27.57371645  153.00595590 1
112 -27.57383581  153.00600640 -27.57390034  153.00598341 1
111 -27.57425217  153.00585952 1
112 -27.57432595  153.00567484 -27.57428512  153.00553187 1
115 -27.57424514  153.00539370
120 Linear Feature 48
111 -27.57304031  153.00361017 1
112 -27.57316953  153.00366762 -27.57323406  153.00364463 1
111 -27.57354249  153.00353230 1
112 -27.57364229  153.00333373 -27.57360146  153.00319075 1
115 -27.57356149  153.00305257
120 Linear Feature 48
111 -27.57231769  153.00107706 1
112 -27.57243604  153.00113243 -27.57250057  153.00110944 1
111 -27.57280900  153.00099712 1
112 -27.57289921  153.00080163 -27.57285839  153.00065865 1
115 -27.57281841  153.00052048
120 Linear Feature 47
111 -27.57155063  152.99844205 1
116 -27.57161176  152.99830839 -27.57169129  152.99827462
120 Linear Feature 46
111 -27.57149070  152.99823413 1
112 -27.57161176  152.99830839 -27.57168445  152.99828135 1
115 -27.57199563  152.99816447
120 Linear Feature 45
111 -27.56955536  152.99757321 1 101
116 -27.56960839  152.99745863 -27.56967257  152.99743420
120 Linear Feature 44
111 -27.56950926  152.99741138 1
112 -27.56960839  152.99745863 -27.56966706  152.99743773 1 101
111 -27.57015412  152.99726343 1 101
112 -27.57035902  152.99738798 -27.57041235  152.99755369 1 101
115 -27.57041797  152.99757375
120 Linear Feature 43
111 -27.56932413  152.99873596 1
116 -27.56920809  152.99867270 -27.56912884  152.99868315
120 Linear Feature 42
111 -27.56926926  152.99854387 1
112 -27.56920809  152.99867270 -27.56914325  152.99869592 1
115 -27.56908253  152.99871914
120 Linear Feature 41
111 -27.56923073  152.99848229 1
116 -27.56919162  152.99847068 -27.56916795  152.99847416
120 Linear Feature 40
111 -27.56922147  152.99842656 1
112 -27.56919162  152.99847068 -27.56915663  152.99848229 1
115 -27.56903415  152.99852409
120 Linear Feature 39
111 -27.56897581  152.99833511 1
115 -27.56915016  152.99827470
120 Linear Feature 38
111 -27.56907793  152.99808224 1
116 -27.56914176  152.99810907 -27.56917290  152.99814981
120 Linear Feature 37
111 -27.56911300  152.99802562 1
112 -27.56907793  152.99808224 -27.56904306  152.99809629 1
115 -27.56892102  152.99813703
120 Linear Feature 36
111 -27.56903061  152.99789961 1
115 -27.56887245  152.99795580
120 Linear Feature 35
111 -27.56945164  152.99751496 1
116 -27.56955536  152.99757321 -27.56959272  152.99765750
120 Linear Feature 34
111 -27.56950926  152.99741138 1
112 -27.56945164  152.99751496 -27.56938999  152.99753968 1
111 -27.56915438  152.99762468 1
